ensgid	H_Cre_Ctrl_1	H_Cre_Ctrl_2	H_Cre_Ctrl_3	H_Cre_Ctrl_4	H_K2K4_DKO_1	H_K2K4_DKO_2	H_K2K4_DKO_3	H_K2K4_DKO_4
ENSMUSG00000081685.1	0	0	0	0	0	0	0	0
ENSMUSG00000085931.1	1	0	0	0	0	0	2	1
ENSMUSG00000077622.1	0	0	0	0	0	0	0	0
ENSMUSG00000081508.1	0	0	0	0	0	0	2	0
ENSMUSG00000088295.1	0	0	0	0	0	0	0	0
ENSMUSG00000087128.7	83	77	86	83	95	66	235	101
ENSMUSG00000088677.1	0	0	1	0	2	0	2	0
ENSMUSG00000083359.1	3	2	2	5	5	4	15	2
ENSMUSG00000028578.8	356	315	256	284	341	253	1025	392
ENSMUSG00000028577.13	1298	1223	1249	1537	2216	1982	8723	2444
ENSMUSG00000063314.5	7	2	0	3	1	3	15	3
ENSMUSG00000028576.12	216	154	203	251	317	337	1401	415
ENSMUSG00000049799.13	17	10	8	10	15	6	34	16
ENSMUSG00000077921.1	0	1	1	0	0	0	1	0
ENSMUSG00000006386.15	18634	18382	17625	15874	11516	8213	31854	10581
ENSMUSG00000028575.11	4	6	8	13	8	10	44	7
ENSMUSG00000083179.3	4	4	7	1	4	3	14	6
ENSMUSG00000062627.9	2300	2118	2104	2140	2312	1772	7289	2208
ENSMUSG00000086251.1	3	4	1	1	1	3	5	1
ENSMUSG00000052767.5	260	230	246	164	159	79	253	101
ENSMUSG00000081030.1	12	4	20	4	9	1	8	4
ENSMUSG00000052684.4	18693	22836	26037	15129	14897	13063	55976	12771
ENSMUSG00000087366.7	108	113	114	80	49	54	222	64
ENSMUSG00000084624.1	1	4	4	2	4	1	2	2
ENSMUSG00000085377.1	11	4	5	7	2	3	16	3
ENSMUSG00000100189.1	3	1	3	4	0	1	6	2
ENSMUSG00000084918.1	4	5	6	5	6	10	21	4
ENSMUSG00000100129.1	0	0	0	0	0	0	0	0
ENSMUSG00000084939.2	0	2	4	3	1	0	4	1
ENSMUSG00000085835.1	0	0	0	0	0	0	0	0
ENSMUSG00000065745.1	0	0	0	0	0	0	0	0
ENSMUSG00000028573.18	95	103	96	123	115	95	579	136
ENSMUSG00000093492.1	1	0	0	0	0	0	0	1
ENSMUSG00000044125.6	1	2	1	0	0	0	0	0
ENSMUSG00000028572.13	35	50	41	56	21	19	37	22
ENSMUSG00000028571.15	0	1	0	1	0	0	0	0
ENSMUSG00000118637.1	0	0	0	0	0	0	0	0
ENSMUSG00000083880.1	0	0	0	0	0	0	0	0
ENSMUSG00000081225.3	0	0	0	0	0	0	1	2
ENSMUSG00000080884.1	0	0	0	0	0	0	0	0
ENSMUSG00000083801.1	0	0	0	0	0	0	0	0
ENSMUSG00000082681.1	0	0	0	0	0	0	0	0
ENSMUSG00000081362.3	0	0	0	0	0	0	0	0
ENSMUSG00000084286.1	0	0	0	0	0	0	0	0
ENSMUSG00000066097.6	0	0	0	0	0	0	0	0
ENSMUSG00000082119.1	0	0	0	0	0	0	0	0
ENSMUSG00000082932.3	2	3	2	3	2	1	17	7
ENSMUSG00000052914.4	784	804	835	866	944	746	3393	1001
ENSMUSG00000015224.10	428	482	427	426	283	165	719	218
ENSMUSG00000052520.7	0	0	0	0	0	0	1	0
ENSMUSG00000078639.1	0	0	0	0	0	0	0	0
ENSMUSG00000088738.2	0	0	0	0	0	0	0	0
ENSMUSG00000098261.1	0	0	0	0	0	0	0	0
ENSMUSG00000084159.1	30	12	19	21	21	26	112	27
ENSMUSG00000082683.1	0	1	3	0	0	1	5	2
ENSMUSG00000048747.14	0	2	0	2	2	2	3	0
ENSMUSG00000085710.1	6	5	1	6	4	0	8	2
ENSMUSG00000028565.18	3333	3501	3557	3648	3415	2790	11453	3225
ENSMUSG00000081096.2	2	4	0	4	0	0	4	0
ENSMUSG00000082388.1	0	0	0	0	0	0	0	0
ENSMUSG00000083644.1	1	0	0	0	0	0	0	0
ENSMUSG00000064883.1	0	0	0	0	0	0	0	0
ENSMUSG00000046683.16	2	1	0	1	2	2	4	2
ENSMUSG00000082144.1	4	5	9	9	13	3	16	14
ENSMUSG00000028563.16	118	125	125	126	173	167	691	198
ENSMUSG00000088548.1	2	0	0	0	0	0	1	0
ENSMUSG00000061859.17	125	121	142	224	73	42	150	52
ENSMUSG00000094456.1	0	0	0	0	0	0	0	0
ENSMUSG00000076294.1	0	0	0	1	0	0	0	0
ENSMUSG00000081046.1	1	0	3	2	0	1	3	1
ENSMUSG00000087166.9	1	3	2	1	0	0	0	0
ENSMUSG00000090718.1	0	0	0	0	0	0	0	0
ENSMUSG00000035407.8	561	583	517	377	130	67	115	117
ENSMUSG00000085843.1	18	15	9	4	1	0	4	3
ENSMUSG00000073794.3	0	0	0	1	0	1	0	1
ENSMUSG00000084188.1	0	0	0	0	0	0	0	0
ENSMUSG00000028560.11	849	736	768	903	1504	1192	4183	1798
ENSMUSG00000028556.15	515	436	457	545	597	500	2120	525
ENSMUSG00000028553.12	18	11	7	24	8	17	37	10
ENSMUSG00000081733.1	5	4	4	5	1	4	6	2
ENSMUSG00000087395.1	1	6	6	3	5	1	7	3
ENSMUSG00000086498.1	0	0	0	1	0	0	1	0
ENSMUSG00000028550.15	210	188	193	215	217	158	642	200
ENSMUSG00000104479.1	13	13	10	8	11	7	31	12
ENSMUSG00000070891.2	8	9	4	6	3	2	19	2
ENSMUSG00000103097.1	0	0	0	0	0	0	0	0
ENSMUSG00000081184.1	0	0	0	0	0	0	0	0
ENSMUSG00000082442.1	0	0	0	0	0	0	0	0
ENSMUSG00000081150.1	0	0	0	1	0	0	0	0
ENSMUSG00000080803.1	0	0	0	0	0	0	0	0
ENSMUSG00000103575.1	0	0	0	0	0	0	0	0
ENSMUSG00000087332.1	0	0	0	0	0	0	0	0
ENSMUSG00000083698.1	0	0	0	0	0	0	1	0
ENSMUSG00000086096.1	2	1	4	3	0	0	3	1
ENSMUSG00000067261.4	3	7	3	1	0	1	3	1
ENSMUSG00000092763.1	0	0	0	0	0	0	0	0
ENSMUSG00000086592.1	0	1	0	0	0	0	0	0
ENSMUSG00000073792.11	374	336	366	401	382	278	779	402
ENSMUSG00000028549.17	101	116	86	116	117	89	261	117
ENSMUSG00000073791.12	103	109	93	87	71	77	286	97
ENSMUSG00000084478.1	0	0	0	0	0	0	2	0
ENSMUSG00000025791.18	389	371	391	382	516	562	2557	580
ENSMUSG00000085142.1	0	0	0	0	0	0	0	0
ENSMUSG00000035305.5	161	193	132	166	168	210	900	160
ENSMUSG00000086385.1	8	14	16	30	10	10	41	2
ENSMUSG00000080967.1	3	6	7	7	3	7	18	4
ENSMUSG00000069733.11	2	1	2	2	2	3	9	3
ENSMUSG00000085871.1	0	0	2	0	0	0	1	0
ENSMUSG00000081553.1	1	2	1	2	1	1	3	1
ENSMUSG00000082601.1	0	0	0	0	0	0	0	0
ENSMUSG00000028532.14	368	420	453	328	600	598	1975	698
ENSMUSG00000073789.2	2	0	0	0	0	0	1	1
ENSMUSG00000102578.1	0	0	2	0	0	0	2	0
ENSMUSG00000035275.14	146	156	181	164	237	218	814	208
ENSMUSG00000088551.1	0	0	0	0	0	0	0	0
ENSMUSG00000028530.14	5957	5965	6266	6149	9920	9160	36604	10106
ENSMUSG00000077677.1	1	3	7	9	11	15	36	8
ENSMUSG00000082928.1	11	15	23	7	14	30	79	19
ENSMUSG00000065279.1	0	0	0	0	0	0	0	1
ENSMUSG00000085863.1	0	0	0	0	0	1	1	0
ENSMUSG00000085721.1	16	7	3	3	4	6	22	5
ENSMUSG00000081621.1	6	11	6	7	5	4	29	5
ENSMUSG00000086782.2	185	208	176	145	136	102	462	101
ENSMUSG00000065451.1	0	0	0	0	0	0	0	0
ENSMUSG00000087361.7	98	82	79	64	31	23	97	41
ENSMUSG00000083614.1	16	16	14	15	4	5	14	5
ENSMUSG00000084758.1	7	1	4	5	1	1	6	2
ENSMUSG00000028527.18	82	78	86	91	145	143	674	164
ENSMUSG00000028528.17	10	14	10	14	9	4	21	10
ENSMUSG00000089446.1	0	0	0	0	0	0	0	0
ENSMUSG00000035212.14	1651	1804	1556	1628	2098	1870	8004	2149
ENSMUSG00000057722.17	122	137	134	117	83	65	346	50
ENSMUSG00000035201.15	0	0	0	0	0	0	0	1
ENSMUSG00000081121.1	2	6	6	6	15	8	39	14
ENSMUSG00000081045.1	0	0	0	0	0	0	0	0
ENSMUSG00000046133.3	0	0	0	0	0	0	0	0
ENSMUSG00000084208.1	0	1	0	1	0	0	1	0
ENSMUSG00000037028.7	0	0	0	0	0	0	0	0
ENSMUSG00000070890.3	0	0	0	0	0	0	0	0
ENSMUSG00000078626.2	0	0	0	0	0	0	0	0
ENSMUSG00000078625.10	0	0	0	0	0	0	0	1
ENSMUSG00000082264.1	4	6	2	0	1	5	16	5
ENSMUSG00000028525.16	3930	3196	4817	4458	11881	12523	51045	11958
ENSMUSG00000077260.1	0	0	0	0	0	0	0	0
ENSMUSG00000028524.21	129	132	140	145	67	53	215	66
ENSMUSG00000085181.1	2	3	2	1	0	1	4	0
ENSMUSG00000028523.14	0	0	0	0	0	0	0	0
ENSMUSG00000085041.1	0	1	0	0	0	0	1	0
ENSMUSG00000066090.5	1	0	0	0	1	0	1	0
ENSMUSG00000035126.19	43	39	35	41	46	30	95	44
ENSMUSG00000080744.1	0	1	1	0	0	1	0	0
ENSMUSG00000028522.16	3657	3496	3650	3988	4355	3753	14816	4625
ENSMUSG00000028521.17	290	304	403	298	363	324	1402	370
ENSMUSG00000107726.1	14	22	7	17	7	12	28	9
ENSMUSG00000028520.12	0	1	3	1	0	1	0	0
ENSMUSG00000078618.3	1	0	0	0	0	0	0	1
ENSMUSG00000035069.3	460	508	417	453	467	333	1156	425
ENSMUSG00000086136.1	0	1	0	0	0	1	0	0
ENSMUSG00000094477.1	0	0	0	0	0	0	0	0
ENSMUSG00000087482.1	0	0	0	0	0	0	0	0
ENSMUSG00000081584.1	0	1	0	1	0	0	0	2
ENSMUSG00000059195.10	0	0	0	0	0	1	8	2
ENSMUSG00000093365.2	0	0	0	0	0	0	0	0
ENSMUSG00000077514.1	0	0	0	0	0	0	0	0
ENSMUSG00000028519.16	0	3	0	0	0	0	0	1
ENSMUSG00000080913.1	0	0	0	0	0	0	0	0
ENSMUSG00000081696.2	0	0	1	0	0	0	0	0
ENSMUSG00000029656.13	3	0	0	0	0	0	0	1
ENSMUSG00000035031.15	0	0	0	1	0	0	2	0
ENSMUSG00000095386.1	0	0	0	0	0	0	0	0
ENSMUSG00000078612.9	7	2	7	16	6	2	4	2
ENSMUSG00000083791.1	1	0	0	0	0	0	0	0
ENSMUSG00000028518.8	488	463	502	576	266	190	731	201
ENSMUSG00000028517.8	12884	14167	11645	10318	7668	6699	25457	7113
ENSMUSG00000081819.1	0	0	0	1	0	0	2	0
ENSMUSG00000083128.1	0	0	0	0	1	1	3	1
ENSMUSG00000082061.1	1	0	1	0	0	1	0	0
ENSMUSG00000083780.8	2	0	1	0	2	3	7	4
ENSMUSG00000089065.1	0	0	0	0	0	0	0	0
ENSMUSG00000085790.1	2	0	0	0	0	0	1	0
ENSMUSG00000082768.1	0	0	0	0	0	0	0	0
ENSMUSG00000087933.1	0	0	0	0	0	0	0	0
ENSMUSG00000106163.1	0	0	0	0	0	0	0	0
ENSMUSG00000081189.1	2	0	0	0	0	0	3	2
ENSMUSG00000086249.1	0	0	0	1	0	0	0	0
ENSMUSG00000082958.1	0	0	1	1	0	0	1	0
ENSMUSG00000087051.1	0	0	1	0	0	0	1	0
ENSMUSG00000104192.1	0	1	1	0	0	1	1	0
ENSMUSG00000028514.15	3092	2893	3135	3203	3946	3338	12929	3844
ENSMUSG00000044254.6	16	11	17	11	11	14	79	13
ENSMUSG00000025418.7	0	0	0	1	0	0	1	0
ENSMUSG00000118551.1	0	0	0	0	0	0	0	0
ENSMUSG00000085933.3	2	4	0	0	0	0	1	1
ENSMUSG00000086172.1	0	0	0	0	1	0	2	0
ENSMUSG00000034926.3	260	242	299	173	324	346	1412	383
ENSMUSG00000085023.1	0	0	0	0	0	0	0	0
ENSMUSG00000054362.9	0	0	1	0	0	0	3	0
ENSMUSG00000034919.2	5	4	1	4	4	2	1	0
ENSMUSG00000043572.7	114	122	74	76	106	60	263	99
ENSMUSG00000025413.13	808	806	756	785	1025	805	3183	977
ENSMUSG00000047502.14	35	27	22	24	13	0	39	8
ENSMUSG00000034871.2	1	3	3	0	0	0	3	0
ENSMUSG00000034853.16	178	175	141	163	161	154	565	208
ENSMUSG00000081110.1	0	0	2	1	0	2	0	0
ENSMUSG00000086940.1	0	0	1	1	0	0	0	2
ENSMUSG00000061887.14	1094	1195	1054	1083	1683	1499	5893	1888
ENSMUSG00000085581.1	25	10	28	18	33	39	75	27
ENSMUSG00000028622.11	503	492	479	527	609	545	2177	673
ENSMUSG00000028621.17	136	149	147	107	101	102	261	87
ENSMUSG00000047636.3	1	1	1	0	1	0	3	0
ENSMUSG00000085304.1	0	1	0	0	0	0	1	1
ENSMUSG00000028619.15	214	243	244	239	272	187	789	303
ENSMUSG00000028618.11	3069	3282	3188	3203	3736	3177	12974	3701
ENSMUSG00000070877.4	4	3	7	2	4	3	12	3
ENSMUSG00000028617.10	296	258	243	261	568	452	1820	508
ENSMUSG00000063172.13	51	43	40	49	84	78	307	83
ENSMUSG00000082941.1	0	0	0	2	0	1	3	2
ENSMUSG00000034785.14	1	0	1	0	0	0	3	0
ENSMUSG00000057375.13	607	604	540	539	713	730	2565	821
ENSMUSG00000082279.1	6	6	3	10	8	6	25	6
ENSMUSG00000086041.1	6	2	3	5	7	2	11	1
ENSMUSG00000028614.14	326	285	288	413	761	602	1911	866
ENSMUSG00000092723.1	0	0	0	0	0	0	0	0
ENSMUSG00000034762.9	3	2	0	2	0	1	11	1
ENSMUSG00000028610.16	0	0	0	0	0	0	0	0
ENSMUSG00000081916.1	0	0	0	0	0	0	0	0
ENSMUSG00000085549.7	0	0	0	0	0	0	0	1
ENSMUSG00000094267.1	0	0	0	0	0	0	0	0
ENSMUSG00000084874.4	1	0	1	0	0	0	2	1
ENSMUSG00000087195.1	0	0	0	0	0	0	0	0
ENSMUSG00000087289.2	0	1	1	1	2	3	4	0
ENSMUSG00000087200.1	0	1	0	1	0	1	0	0
ENSMUSG00000028613.15	10	19	10	20	83	92	435	104
ENSMUSG00000073779.7	0	1	3	2	5	9	35	2
ENSMUSG00000028612.10	0	0	0	0	0	0	1	0
ENSMUSG00000028609.6	416	386	489	452	798	656	2641	829
ENSMUSG00000028608.15	962	995	872	877	1027	846	3304	1091
ENSMUSG00000028607.16	344	350	320	342	299	274	1055	297
ENSMUSG00000086713.1	0	0	0	0	0	0	0	0
ENSMUSG00000008932.10	5	3	4	8	3	1	1	0
ENSMUSG00000028600.15	87	105	95	127	37	46	170	35
ENSMUSG00000089051.1	1	1	0	0	0	0	0	1
ENSMUSG00000028603.15	421	406	365	417	529	462	1763	582
ENSMUSG00000098980.1	1	0	0	1	0	0	3	0
ENSMUSG00000028601.18	71	79	92	171	19	18	69	23
ENSMUSG00000034645.14	0	0	0	1	1	0	0	0
ENSMUSG00000034636.9	2694	2758	2642	2647	3512	2941	12025	3489
ENSMUSG00000083957.1	0	0	0	0	0	1	0	0
ENSMUSG00000081734.1	0	1	0	0	0	0	1	0
ENSMUSG00000048351.14	189	206	198	180	155	119	478	190
ENSMUSG00000059816.5	0	0	0	0	0	0	0	0
ENSMUSG00000028597.11	265	250	276	271	478	455	1985	578
ENSMUSG00000083255.1	0	0	0	2	0	0	0	0
ENSMUSG00000034610.14	2146	2178	2258	2320	2587	2033	7812	2442
ENSMUSG00000095361.1	8	6	2	5	1	1	9	3
ENSMUSG00000083783.1	9	3	7	11	7	4	43	4
ENSMUSG00000065299.1	3	2	5	2	2	2	11	6
ENSMUSG00000085093.1	33	13	19	21	21	16	61	17
ENSMUSG00000087714.1	6	5	6	2	8	2	17	3
ENSMUSG00000084593.1	7	6	4	4	3	1	8	6
ENSMUSG00000063800.5	944	883	1004	891	1159	1023	3821	1174
ENSMUSG00000028587.18	46	48	32	48	94	94	254	100
ENSMUSG00000084968.1	36	25	32	25	17	22	90	25
ENSMUSG00000028582.14	814	801	730	568	528	534	2412	591
ENSMUSG00000102912.1	37	41	34	37	43	37	128	50
ENSMUSG00000091985.1	170	223	196	171	142	117	523	136
ENSMUSG00000034557.14	2180	2182	2117	2188	2365	1908	7614	2461
ENSMUSG00000094958.1	14	13	12	18	12	6	25	6
ENSMUSG00000082374.1	3	9	6	6	3	3	28	8
ENSMUSG00000028568.16	163	192	168	168	176	150	732	197
ENSMUSG00000028567.8	898	811	919	857	1309	1173	4642	1453
ENSMUSG00000073775.4	375	422	506	423	607	546	2244	622
ENSMUSG00000003411.10	6	10	6	4	15	12	114	24
ENSMUSG00000082699.1	0	0	0	0	0	0	1	0
ENSMUSG00000086483.1	0	1	0	0	0	0	0	0
ENSMUSG00000088285.1	1	0	0	0	0	0	0	0
ENSMUSG00000053510.12	2407	2322	2412	2559	2994	2714	10200	2900
ENSMUSG00000076444.1	2	2	0	1	1	1	2	2
ENSMUSG00000028559.17	4495	4564	4491	4105	4476	3750	15647	4577
ENSMUSG00000088014.1	6	4	7	5	4	4	5	1
ENSMUSG00000028558.14	1	3	0	1	0	2	5	0
ENSMUSG00000028552.13	3247	3040	3038	3191	3614	3120	12566	3606
ENSMUSG00000083512.1	12	18	25	9	19	28	79	17
ENSMUSG00000085873.1	2	9	12	11	9	7	27	6
ENSMUSG00000028555.15	82	76	101	99	91	99	398	104
ENSMUSG00000028557.10	3146	3102	3029	3357	5491	4757	21484	5806
ENSMUSG00000060491.14	0	0	0	0	0	0	0	0
ENSMUSG00000077687.1	0	0	0	0	0	0	0	0
ENSMUSG00000087641.1	0	1	0	0	0	0	0	0
ENSMUSG00000082771.1	0	0	1	1	3	0	6	1
ENSMUSG00000059027.14	33	32	22	49	61	50	148	79
ENSMUSG00000028551.14	234	205	229	303	797	716	1984	967
ENSMUSG00000010517.7	1646	1643	1584	1696	2402	1967	7714	2596
ENSMUSG00000083995.1	11	4	8	9	11	3	17	9
ENSMUSG00000085256.1	4	1	4	2	3	1	4	1
ENSMUSG00000047143.3	0	0	3	1	1	1	10	0
ENSMUSG00000028546.17	0	1	1	1	4	5	47	6
ENSMUSG00000061298.14	1	2	0	4	0	1	8	1
ENSMUSG00000081813.1	0	0	0	0	0	0	0	0
ENSMUSG00000082348.1	9	11	8	12	6	3	24	2
ENSMUSG00000081068.1	0	0	1	1	0	0	0	1
ENSMUSG00000083904.1	1	0	0	1	0	0	0	0
ENSMUSG00000028545.13	142	122	119	107	75	103	386	87
ENSMUSG00000084673.1	0	1	0	2	2	0	4	3
ENSMUSG00000034401.16	1677	1600	1600	1568	2566	2579	10722	2982
ENSMUSG00000082686.1	20	32	18	12	24	36	130	21
ENSMUSG00000100514.1	2	2	0	3	5	2	12	3
ENSMUSG00000028544.14	0	1	0	6	5	4	26	9
ENSMUSG00000078599.9	0	1	1	1	0	0	3	0
ENSMUSG00000049214.13	0	0	0	0	2	0	2	2
ENSMUSG00000084536.1	0	0	0	0	0	0	3	0
ENSMUSG00000089773.7	0	0	0	1	0	0	0	2
ENSMUSG00000055960.12	0	2	0	1	0	0	0	0
ENSMUSG00000084326.1	0	1	0	0	0	0	1	0
ENSMUSG00000082638.1	0	0	0	0	0	0	0	0
ENSMUSG00000070868.11	5	8	1	7	6	3	14	4
ENSMUSG00000049972.4	0	0	0	0	0	0	0	0
ENSMUSG00000081166.1	0	0	0	0	0	0	0	0
ENSMUSG00000083599.1	0	0	0	0	0	0	0	0
ENSMUSG00000034359.16	0	0	0	1	0	0	0	0
ENSMUSG00000083753.1	0	0	0	1	0	0	0	0
ENSMUSG00000096564.1	0	0	0	0	0	0	0	0
ENSMUSG00000081066.1	0	0	0	0	0	0	0	0
ENSMUSG00000048766.6	0	1	0	0	0	0	0	1
ENSMUSG00000087194.9	0	0	0	0	0	0	0	2
ENSMUSG00000085878.1	0	0	0	0	0	0	0	0
ENSMUSG00000083011.1	2	1	0	0	1	2	3	1
ENSMUSG00000082678.1	0	0	2	0	0	2	4	0
ENSMUSG00000083384.1	0	1	0	0	0	0	0	0
ENSMUSG00000078598.11	0	0	0	0	0	0	0	0
ENSMUSG00000080696.1	0	0	0	0	0	0	0	0
ENSMUSG00000118515.1	0	0	0	0	0	0	0	0
ENSMUSG00000057977.10	0	0	0	1	0	0	0	0
ENSMUSG00000082825.1	0	0	0	0	0	0	0	0
ENSMUSG00000070867.4	355	310	354	443	252	194	923	219
ENSMUSG00000100998.1	0	0	0	0	0	0	1	0
ENSMUSG00000085870.1	0	2	0	0	0	1	1	1
ENSMUSG00000085323.1	0	0	0	0	0	2	0	0
ENSMUSG00000055198.3	1	1	1	0	0	0	0	1
ENSMUSG00000087923.1	0	0	0	0	0	0	0	0
ENSMUSG00000055210.4	19	22	44	35	37	38	111	37
ENSMUSG00000085399.7	111	90	113	141	259	230	720	297
ENSMUSG00000044518.3	0	0	0	0	0	0	0	0
ENSMUSG00000028719.8	1070	1062	1043	1230	2582	2480	10771	2955
ENSMUSG00000065047.1	2	3	6	1	5	5	13	8
ENSMUSG00000028718.16	33	21	57	148	589	582	1664	778
ENSMUSG00000028717.12	1550	1561	1741	1305	1799	1501	5944	1783
ENSMUSG00000028716.15	9	9	8	7	4	6	16	2
ENSMUSG00000047155.13	0	0	0	1	1	0	2	0
ENSMUSG00000086896.1	0	0	0	0	1	1	0	0
ENSMUSG00000081823.1	0	1	0	0	0	1	0	0
ENSMUSG00000082889.1	0	0	0	0	0	0	0	0
ENSMUSG00000118615.1	0	0	0	0	0	0	0	0
ENSMUSG00000081138.1	1	0	0	0	0	0	1	0
ENSMUSG00000083138.3	0	0	0	0	0	1	0	0
ENSMUSG00000066071.6	0	0	0	0	0	0	0	0
ENSMUSG00000083190.1	0	0	0	0	0	0	0	0
ENSMUSG00000078597.2	0	0	0	0	0	0	0	0
ENSMUSG00000084415.1	0	0	0	0	0	0	1	0
ENSMUSG00000084346.4	0	0	0	0	0	0	0	0
ENSMUSG00000080142.2	0	1	1	1	0	0	1	0
ENSMUSG00000086724.1	0	0	1	0	1	1	1	0
ENSMUSG00000028715.2	0	0	0	0	0	0	1	1
ENSMUSG00000066072.13	0	0	0	1	0	0	0	2
ENSMUSG00000081006.1	0	0	0	0	0	0	3	0
ENSMUSG00000028712.12	1	0	1	1	1	4	15	2
ENSMUSG00000083457.1	0	1	0	1	3	0	5	1
ENSMUSG00000063929.6	18	24	55	26	68	56	281	51
ENSMUSG00000028713.17	5610	5189	5476	4163	8288	8593	41805	8775
ENSMUSG00000082043.1	3	3	2	3	3	1	7	2
ENSMUSG00000081172.1	0	0	1	0	0	1	2	0
ENSMUSG00000034210.14	2527	2515	2552	2688	3081	2641	10127	3143
ENSMUSG00000044556.3	2	5	7	8	2	1	13	0
ENSMUSG00000028710.18	94	82	96	122	81	79	285	93
ENSMUSG00000028709.3	522	494	686	629	747	683	2672	906
ENSMUSG00000028708.16	586	619	617	550	709	589	2090	778
ENSMUSG00000100081.1	0	0	0	0	0	0	0	0
ENSMUSG00000073774.2	2	9	7	0	3	6	14	5
ENSMUSG00000034185.9	0	0	0	1	0	0	0	0
ENSMUSG00000028707.15	1	0	0	0	1	0	0	1
ENSMUSG00000034171.13	10	6	6	17	1	11	20	8
ENSMUSG00000028706.14	370	320	399	425	422	351	1539	427
ENSMUSG00000063882.12	1846	1718	2013	1869	2257	1894	8093	2344
ENSMUSG00000078238.4	5	4	3	5	1	2	11	5
ENSMUSG00000028703.14	556	742	599	464	690	709	3132	771
ENSMUSG00000028702.15	99	81	100	118	322	260	641	323
ENSMUSG00000028700.14	1159	1067	1019	857	1247	1196	4864	1373
ENSMUSG00000028701.4	322	301	250	248	226	130	510	161
ENSMUSG00000028699.9	13	23	18	17	11	14	25	18
ENSMUSG00000078593.2	0	0	1	0	0	0	0	0
ENSMUSG00000111410.1	0	0	0	0	0	0	0	0
ENSMUSG00000085920.1	1	1	7	2	0	3	9	3
ENSMUSG00000081459.3	0	0	0	0	0	0	0	0
ENSMUSG00000028698.13	1582	1450	1607	1543	1763	1604	5662	1877
ENSMUSG00000003810.13	1430	1529	1505	1969	1748	1681	6012	1841
ENSMUSG00000082592.1	3	2	1	6	6	5	18	9
ENSMUSG00000028696.12	120	109	112	104	113	92	307	116
ENSMUSG00000055900.14	97	124	98	125	117	96	347	127
ENSMUSG00000087299.1	0	1	1	1	1	0	0	0
ENSMUSG00000034042.16	1743	1660	1658	1589	1758	1634	6516	1921
ENSMUSG00000085408.1	44	45	50	38	34	31	108	43
ENSMUSG00000034035.18	108	108	129	97	69	66	223	54
ENSMUSG00000028693.15	1193	1026	1788	1389	2122	1961	6952	2339
ENSMUSG00000028692.14	5589	5673	5575	4947	7681	7829	34067	9017
ENSMUSG00000065185.1	0	0	0	0	0	0	0	0
ENSMUSG00000028691.12	1972	1819	1965	2100	3595	3060	11853	3979
ENSMUSG00000028690.4	182	191	240	178	209	127	535	187
ENSMUSG00000028689.14	255	240	234	220	253	184	685	198
ENSMUSG00000033985.17	89	85	96	68	75	56	247	75
ENSMUSG00000098491.1	0	0	0	1	1	0	0	1
ENSMUSG00000028688.13	188	231	197	176	208	205	752	226
ENSMUSG00000028687.17	92	142	96	63	85	73	277	94
ENSMUSG00000043155.4	5	6	11	6	4	4	13	2
ENSMUSG00000086417.1	2	0	2	1	2	1	0	0
ENSMUSG00000075390.5	0	0	0	0	0	0	0	0
ENSMUSG00000082841.1	0	0	1	0	0	0	0	0
ENSMUSG00000082063.1	9	5	5	4	5	2	10	5
ENSMUSG00000033948.3	109	111	97	107	90	80	359	68
ENSMUSG00000088845.1	0	0	1	0	0	0	0	0
ENSMUSG00000088902.1	1	1	3	5	0	0	3	2
ENSMUSG00000095805.1	0	0	0	0	0	2	0	1
ENSMUSG00000082207.1	3	0	0	1	2	0	4	0
ENSMUSG00000028684.14	565	623	547	442	502	583	2353	571
ENSMUSG00000046861.9	1213	1264	1176	985	1015	975	3708	996
ENSMUSG00000086890.1	5	11	13	9	7	2	31	8
ENSMUSG00000082249.1	0	0	1	0	0	0	0	0
ENSMUSG00000028683.14	227	212	291	306	309	244	1068	359
ENSMUSG00000088349.1	1	0	1	0	1	1	0	0
ENSMUSG00000028681.11	109	121	144	101	108	111	463	128
ENSMUSG00000073771.11	460	469	485	431	397	346	1730	480
ENSMUSG00000047671.8	72	72	103	48	26	19	58	15
ENSMUSG00000028680.14	810	936	1705	734	563	675	3090	568
ENSMUSG00000033872.6	17	19	22	17	14	10	28	6
ENSMUSG00000070834.5	1	3	0	0	1	2	2	0
ENSMUSG00000047675.15	194	207	208	175	236	210	780	218
ENSMUSG00000064542.1	5	3	2	1	2	5	9	5
ENSMUSG00000065680.1	0	0	0	0	0	0	0	0
ENSMUSG00000064751.1	0	0	0	0	0	0	0	0
ENSMUSG00000092680.1	12	14	16	11	14	16	81	17
ENSMUSG00000095209.1	0	0	0	0	0	0	0	0
ENSMUSG00000028678.13	43	17	51	109	516	431	1353	607
ENSMUSG00000095676.1	9	4	1	3	2	6	17	2
ENSMUSG00000094405.1	0	1	0	0	4	3	9	3
ENSMUSG00000096280.1	0	1	0	0	3	2	9	2
ENSMUSG00000086482.1	0	0	0	0	0	0	0	0
ENSMUSG00000060268.12	1	0	0	1	3	0	13	1
ENSMUSG00000048772.15	24	46	31	58	20	13	76	29
ENSMUSG00000028677.19	1112	1184	1047	904	887	827	3904	962
ENSMUSG00000085749.1	6	4	8	2	3	5	30	3
ENSMUSG00000086876.1	11	8	7	8	4	7	22	7
ENSMUSG00000087228.1	2	1	0	2	1	1	4	0
