ensgid	CRE_1_S1	CRE_2_S2	CRE_3_S3	CRE_4_S4	DKO_1_S5	DKO_2_S6	DKO_3_S7	DKO_4_S8
ENSMUSG00000002342.17	775	760	752	574	533	750	824	901
ENSMUSG00000002343.11	251	302	227	198	287	414	427	501
ENSMUSG00000002345.18	266	274	259	238	213	194	226	293
ENSMUSG00000002346.16	287	280	270	227	132	107	143	204
ENSMUSG00000002365.10	1879	1953	2003	1522	1697	1953	1994	2532
ENSMUSG00000002372.9	1745	1721	1672	1262	1768	2006	2281	2787
ENSMUSG00000002379.7	207	218	159	164	214	269	277	390
ENSMUSG00000002384.2	16	25	26	17	1	10	22	18
ENSMUSG00000002393.14	525	596	432	408	655	699	663	905
ENSMUSG00000002395.14	903	1035	913	796	925	834	1036	1335
ENSMUSG00000002396.8	797	978	874	728	632	529	691	936
ENSMUSG00000002409.18	488	555	607	374	553	366	470	719
ENSMUSG00000002413.15	3016	3529	3473	2627	2276	3010	3192	3559
ENSMUSG00000002416.13	179	230	265	172	155	178	162	302
ENSMUSG00000002428.12	959	1066	1173	889	986	977	1217	1449
ENSMUSG00000002455.14	2138	2063	2372	1666	1751	1973	1885	2490
ENSMUSG00000002458.13	343	286	268	233	421	433	552	506
ENSMUSG00000002459.17	4	8	2	8	0	4	4	19
ENSMUSG00000002475.16	44	34	55	39	18	16	18	17
ENSMUSG00000002477.5	305	312	310	243	512	723	790	956
ENSMUSG00000002486.15	281	332	316	232	234	217	308	403
ENSMUSG00000002489.16	732	831	930	569	608	936	938	1030
ENSMUSG00000002496.10	5096	5053	5519	4080	3391	3499	3864	5134
ENSMUSG00000002500.15	1	0	5	1	0	3	8	1
ENSMUSG00000002504.15	17454	18048	18010	16169	4626	7321	5399	6810
ENSMUSG00000002524.17	3092	3046	3113	2511	2981	3483	3682	4502
ENSMUSG00000002546.17	2022	2382	2127	1876	1815	1935	2110	2768
ENSMUSG00000002550.16	593	608	607	421	498	608	657	797
ENSMUSG00000002565.16	2	10	10	10	14	2	0	14
ENSMUSG00000002578.18	37	64	71	55	36	34	25	18
ENSMUSG00000002580.7	71	66	90	48	64	105	80	122
ENSMUSG00000002588.13	66	72	80	61	13	45	32	52
ENSMUSG00000002602.16	518	644	649	661	897	923	1099	963
ENSMUSG00000002603.15	3560	3406	3478	2610	4138	4042	4537	5770
ENSMUSG00000002608.8	1453	1491	1646	1374	1161	1301	1583	1985
ENSMUSG00000002617.14	342	337	375	226	247	326	348	431
ENSMUSG00000002625.10	1589	1691	1811	1108	820	909	1140	1404
ENSMUSG00000002633.4	20	19	24	16	39	26	27	35
ENSMUSG00000002635.11	263	242	216	242	199	306	323	372
ENSMUSG00000002658.9	628	675	565	510	1007	1096	1215	1559
ENSMUSG00000002660.8	302	305	290	267	278	292	320	336
ENSMUSG00000002661.14	121	109	83	81	37	75	79	118
ENSMUSG00000002664.2	11	12	14	2	0	2	8	17
ENSMUSG00000002668.8	39	59	37	26	34	21	60	70
ENSMUSG00000002679.14	349	362	341	256	340	270	362	486
ENSMUSG00000002688.8	1005	1156	1225	847	1265	1150	1291	1568
ENSMUSG00000002699.13	45	30	34	35	55	93	130	107
ENSMUSG00000002718.14	1904	1864	1815	1704	2415	2680	3078	3298
ENSMUSG00000002728.14	698	726	771	680	644	921	1058	1185
ENSMUSG00000002731.6	319	366	366	307	322	324	434	528
ENSMUSG00000002732.14	291	261	261	295	189	283	312	420
ENSMUSG00000002733.8	1603	1681	1837	1336	1112	1617	1603	1718
ENSMUSG00000002741.9	2175	2322	2031	1892	2633	3100	3039	3974
ENSMUSG00000002748.7	5933	6401	6106	5092	6220	8307	8529	9548
ENSMUSG00000002763.16	1304	1411	1468	1336	1048	1270	1413	1550
ENSMUSG00000002767.13	290	351	265	256	364	369	410	451
ENSMUSG00000002768.8	348	296	292	283	449	487	603	721
ENSMUSG00000002769.9	29	22	33	19	16	15	23	24
ENSMUSG00000002771.12	60	58	61	30	16	56	52	40
ENSMUSG00000002778.14	1362	1409	1303	1240	1783	1926	2048	2617
ENSMUSG00000002781.19	194	172	157	158	179	128	177	243
ENSMUSG00000002791.17	0	2	4	0	7	1	5	2
ENSMUSG00000002797.9	157	187	178	150	256	152	333	341
ENSMUSG00000002799.6	4714	4582	5270	4349	4221	4506	5279	6463
ENSMUSG00000002803.14	431	496	494	437	408	468	535	658
ENSMUSG00000002804.4	153	176	152	124	254	255	308	383
ENSMUSG00000002808.7	22	36	38	56	34	27	47	45
ENSMUSG00000002812.4	6381	6593	6720	5464	5530	5958	6708	8006
ENSMUSG00000002814.15	473	390	489	381	347	418	532	531
ENSMUSG00000002820.6	676	651	719	549	540	633	617	851
ENSMUSG00000002825.8	126	205	143	190	214	238	218	288
ENSMUSG00000002831.14	112	173	210	153	51	97	114	164
ENSMUSG00000002833.11	1319	1437	1385	1128	1339	1538	1667	2129
ENSMUSG00000002835.9	112	115	90	60	655	900	798	891
ENSMUSG00000002844.9	993	948	876	837	1332	1229	1468	1765
ENSMUSG00000002845.14	642	676	728	522	551	653	922	1048
ENSMUSG00000002846.9	249	237	225	276	245	331	328	374
ENSMUSG00000002847.7	25	23	16	26	35	35	38	44
ENSMUSG00000002870.8	668	605	605	472	1988	3457	2647	2730
ENSMUSG00000002871.14	1745	1684	1915	1338	993	905	1137	1468
ENSMUSG00000002881.14	2028	2162	2000	1603	2082	2514	2977	2967
ENSMUSG00000002885.14	36728	30851	37566	26915	12533	13544	13500	17945
ENSMUSG00000002897.5	173	166	190	144	211	302	364	300
ENSMUSG00000002900.17	1250	1310	1101	1158	8443	3029	8489	8647
ENSMUSG00000002908.17	5	11	19	13	7	7	3	6
ENSMUSG00000002910.11	817	757	985	689	611	518	539	757
ENSMUSG00000002930.6	0	0	0	0	0	0	0	0
ENSMUSG00000002944.15	75266	76823	81366	70461	32941	40255	33170	41737
ENSMUSG00000002948.19	624	752	744	519	563	587	642	827
ENSMUSG00000002949.15	646	675	682	470	710	822	930	1160
ENSMUSG00000002957.11	5052	4830	4988	4031	4771	5176	5393	6604
ENSMUSG00000002963.17	676	776	695	557	702	839	848	1129
ENSMUSG00000002968.9	1307	1578	1434	1091	1424	1372	1604	2008
ENSMUSG00000002980.14	17975	17420	17354	15602	8197	11463	9217	11927
ENSMUSG00000002981.10	4132	3858	3987	3205	3992	4499	4719	5804
ENSMUSG00000002983.17	1131	1101	1046	868	710	1109	1250	1272
ENSMUSG00000002984.17	653	659	538	518	670	1031	1155	1380
ENSMUSG00000002985.16	1315	1343	1398	1413	1287	1323	1135	1795
ENSMUSG00000002992.17	0	0	0	0	0	0	0	0
ENSMUSG00000002996.17	1019	1153	1271	950	1126	817	1253	1641
ENSMUSG00000002997.15	210	313	237	259	184	155	183	173
ENSMUSG00000003031.14	2488	2848	3005	2299	2366	2303	2880	4016
ENSMUSG00000003032.8	26813	29099	29393	23185	17160	16517	18726	22658
ENSMUSG00000003033.15	1265	1415	1345	1307	1808	1748	2020	2461
ENSMUSG00000003037.16	1418	1406	1403	1238	1485	1275	1633	1929
ENSMUSG00000003038.15	814	1084	875	850	1970	2763	2553	4050
ENSMUSG00000003039.9	1979	2073	1964	1734	1343	1298	1315	1744
ENSMUSG00000003051.13	91	102	172	92	59	101	110	115
ENSMUSG00000003053.17	0	0	0	0	0	0	0	0
ENSMUSG00000003062.13	777	879	811	866	752	874	951	1173
ENSMUSG00000003068.17	2116	2429	2527	2011	2360	2633	2708	3411
ENSMUSG00000003070.6	19	26	29	24	7	6	11	22
ENSMUSG00000003072.15	1215	1204	1237	872	1605	1705	1872	2491
ENSMUSG00000003099.11	1179	1294	1310	1147	1702	1695	1800	2436
ENSMUSG00000003119.14	4346	4709	4611	3476	3287	3862	4151	4615
ENSMUSG00000003123.15	1728	2824	2711	1956	785	1125	822	1108
ENSMUSG00000003131.7	3156	3075	3191	2550	3290	3304	4032	4681
ENSMUSG00000003134.10	1853	2117	2648	2328	1962	2107	2266	3026
ENSMUSG00000003135.15	703	708	728	626	706	771	818	1047
ENSMUSG00000003153.10	207	332	255	221	164	189	221	175
ENSMUSG00000003154.15	1759	1953	2062	1633	1542	1590	1627	2040
ENSMUSG00000003161.15	2030	2411	2209	1916	2316	2137	2683	3237
ENSMUSG00000003166.20	1754	1880	1784	1553	1575	1608	1809	2126
ENSMUSG00000003184.15	1941	1959	1970	1531	1199	1390	1460	1905
ENSMUSG00000003190.12	141	150	155	148	142	190	143	224
ENSMUSG00000003198.10	249	245	275	241	198	232	282	332
ENSMUSG00000003199.16	564	645	575	610	1324	1153	1389	1679
ENSMUSG00000003200.10	1458	1387	1388	1143	2052	2042	2632	3153
ENSMUSG00000003206.7	4	0	0	0	0	2	6	2
ENSMUSG00000003208.9	376	303	270	260	251	347	336	415
ENSMUSG00000003226.7	10554	11333	10651	8914	10227	11130	12293	12616
ENSMUSG00000003227.4	6	30	13	7	4	12	14	0
ENSMUSG00000003228.9	4022	4138	4133	3331	2366	2965	3495	4008
ENSMUSG00000003233.12	979	1051	1054	764	1017	962	1247	1576
ENSMUSG00000003234.16	1430	1521	1433	1242	1141	1329	1508	1580
ENSMUSG00000003235.13	1186	1279	1160	1039	1441	1633	1714	2070
ENSMUSG00000003269.17	1447	1459	1476	1071	1815	1713	1987	2610
ENSMUSG00000003271.17	5	5	9	10	0	8	16	17
ENSMUSG00000003273.14	11	14	24	1	23	17	27	41
ENSMUSG00000003279.17	3	4	12	3	2	4	29	13
ENSMUSG00000003282.9	61	87	83	78	53	40	56	78
ENSMUSG00000003283.15	255	277	243	271	198	170	246	148
ENSMUSG00000003299.10	956	974	953	681	702	893	899	1284
ENSMUSG00000003308.15	1180	1350	1168	1145	1000	1305	1242	1549
ENSMUSG00000003309.14	89	135	114	141	53	92	77	74
ENSMUSG00000003316.14	8576	8763	9343	7571	10562	9531	11506	13391
ENSMUSG00000003341.9	2	2	5	21	21	12	38	40
ENSMUSG00000003344.14	999	1120	1092	858	757	961	882	1187
ENSMUSG00000003345.16	2318	2470	2511	2002	2888	2768	3237	3836
ENSMUSG00000003346.14	1170	1226	1016	943	2110	1669	2355	2904
ENSMUSG00000003348.10	922	864	852	727	1122	1234	1367	1627
ENSMUSG00000003352.14	410	412	382	302	468	450	619	633
ENSMUSG00000003354.6	16	16	28	25	14	14	12	26
ENSMUSG00000003355.7	40	32	45	41	44	75	86	80
ENSMUSG00000003360.15	2074	2308	2155	1967	2522	2757	2928	3649
ENSMUSG00000003363.15	832	859	830	658	1143	950	1136	1231
ENSMUSG00000003378.9	478	484	477	390	489	428	516	607
ENSMUSG00000003379.7	23	31	49	27	36	56	65	54
ENSMUSG00000003380.11	2443	2439	2219	2055	2138	1999	2228	2864
ENSMUSG00000003382.18	2716	2795	2936	2237	1998	2352	2597	2975
ENSMUSG00000003402.14	1574	1699	1753	1399	2665	2779	3215	3854
ENSMUSG00000003410.8	3	11	12	2	6	13	16	17
ENSMUSG00000003411.10	3	4	1	0	51	12	54	65
ENSMUSG00000003418.11	83	80	68	53	10	48	26	45
ENSMUSG00000003420.8	850	964	888	793	526	630	622	944
ENSMUSG00000003421.13	862	1008	846	798	819	728	919	1174
ENSMUSG00000003423.15	255	323	218	277	440	382	503	684
ENSMUSG00000003429.11	1097	1324	1070	1062	1836	2016	2356	3033
ENSMUSG00000003435.9	2587	2948	2817	2420	2935	3069	3381	4029
ENSMUSG00000003436.11	3	4	2	3	1	2	0	2
ENSMUSG00000003437.14	1560	1586	1553	1290	985	1418	1389	1735
ENSMUSG00000003438.17	457	418	389	424	517	784	781	978
ENSMUSG00000003444.8	172	193	151	178	153	163	149	204
ENSMUSG00000003452.15	250	323	241	263	162	173	126	220
ENSMUSG00000003458.12	3483	3449	3443	2766	4340	4043	4796	6069
ENSMUSG00000003464.13	1429	1543	1535	1201	1455	1411	1510	1933
ENSMUSG00000003469.9	12	10	31	20	3	7	5	22
ENSMUSG00000003476.16	1	0	2	1	0	0	0	3
ENSMUSG00000003477.5	1657	3020	1910	1909	444	628	364	644
ENSMUSG00000003484.4	9	10	15	6	22	39	36	15
ENSMUSG00000003500.13	10709	10442	10872	8844	3639	4775	4068	4796
ENSMUSG00000003505.15	0	0	0	0	0	0	0	0
ENSMUSG00000003518.13	12442	13589	13533	10561	6904	9902	8461	10441
ENSMUSG00000003526.12	862	1010	883	701	438	568	608	575
ENSMUSG00000003527.9	620	684	571	493	608	633	741	951
ENSMUSG00000003528.15	754	675	684	617	530	678	777	826
ENSMUSG00000003531.15	291	287	281	285	284	373	343	459
ENSMUSG00000003534.17	467	546	571	508	241	317	357	391
ENSMUSG00000003541.6	7024	4768	8820	5277	2081	3625	4265	4628
ENSMUSG00000003545.3	7991	7723	9921	7730	2832	4658	5681	6383
ENSMUSG00000003546.10	425	494	470	350	705	467	642	787
ENSMUSG00000003549.9	417	411	437	367	573	606	703	896
ENSMUSG00000003555.8	13	10	19	10	1	5	26	29
ENSMUSG00000003559.8	633	573	593	437	943	922	1037	1192
ENSMUSG00000003573.15	1385	1355	1345	1334	996	1119	1139	1597
ENSMUSG00000003575.13	696	632	744	602	448	509	529	712
ENSMUSG00000003581.14	1554	1470	1679	1355	1001	1133	1055	1606
ENSMUSG00000003585.13	88	150	126	154	280	173	299	328
ENSMUSG00000003604.14	157	170	168	143	250	260	334	320
ENSMUSG00000003617.16	1170	1400	1175	1187	1032	1214	1164	1815
ENSMUSG00000003623.4	774	905	825	570	802	706	946	1326
ENSMUSG00000003644.17	3626	3632	4037	3115	1349	1836	1393	1874
ENSMUSG00000003657.9	0	0	0	0	8	2	2	2
ENSMUSG00000003660.10	7459	7401	7669	6288	7137	8108	7991	9612
ENSMUSG00000003662.10	939	941	1063	813	883	918	940	1151
ENSMUSG00000003665.7	213	235	220	115	279	303	359	378
ENSMUSG00000003680.16	247	192	198	176	218	209	268	315
ENSMUSG00000003721.14	746	708	720	636	985	881	1004	1341
ENSMUSG00000003731.13	2614	2697	2752	2249	2728	2954	3270	3914
ENSMUSG00000003746.16	1483	1596	1757	1491	7760	5248	8843	9125
ENSMUSG00000003752.9	375	342	400	377	312	367	541	475
ENSMUSG00000003762.13	214	225	230	234	236	220	292	338
ENSMUSG00000003778.14	1839	2225	2350	1668	2535	2224	2972	3826
ENSMUSG00000003779.16	40	43	46	41	884	1145	1335	1961
ENSMUSG00000003808.18	808	796	767	745	1044	1145	1276	1537
ENSMUSG00000003809.14	336	324	331	325	169	260	216	304
ENSMUSG00000003810.13	2101	2022	1995	1729	1993	2956	3031	3712
ENSMUSG00000003812.13	194	253	239	198	225	185	188	219
ENSMUSG00000003813.15	887	927	847	756	814	1196	1052	1266
ENSMUSG00000003814.8	13312	12160	13656	11873	14379	17330	20556	21109
ENSMUSG00000003824.12	32	42	15	9	40	91	85	81
ENSMUSG00000003847.16	12149	12119	12605	9673	8106	8192	10541	10937
ENSMUSG00000003848.14	561	484	403	417	434	608	698	759
ENSMUSG00000003849.8	107	104	77	101	48	85	75	70
ENSMUSG00000003863.18	9	9	12	16	25	20	11	38
ENSMUSG00000003865.16	312	275	324	275	435	381	448	521
ENSMUSG00000003868.14	848	847	935	681	777	1239	1137	1337
ENSMUSG00000003872.9	6	2	3	9	1	4	4	12
ENSMUSG00000003873.11	431	487	355	335	548	598	718	797
ENSMUSG00000003882.5	9	12	37	9	10	48	39	16
ENSMUSG00000003923.14	502	498	466	556	526	601	706	828
ENSMUSG00000003929.11	500	496	630	408	337	533	449	533
ENSMUSG00000003934.5	36	40	54	46	26	29	53	55
ENSMUSG00000003948.17	615	767	624	517	473	623	614	901
ENSMUSG00000003949.16	133	135	167	140	33	56	48	87
ENSMUSG00000003955.8	222	208	215	224	272	282	387	445
ENSMUSG00000003970.9	5046	5616	4782	5039	8702	9926	11043	13686
ENSMUSG00000003974.6	1	0	1	0	4	2	0	0
ENSMUSG00000003992.15	221	240	241	176	137	231	187	275
ENSMUSG00000004018.9	110	179	130	89	120	126	157	192
ENSMUSG00000004031.13	1	3	0	0	0	1	1	1
ENSMUSG00000004032.10	49	59	67	48	60	71	83	102
ENSMUSG00000004035.12	49	55	47	62	44	35	54	43
ENSMUSG00000004038.9	1	1	7	0	23	3	12	25
ENSMUSG00000004040.16	8295	9073	9020	7550	8811	9357	11683	11773
ENSMUSG00000004043.14	681	698	806	608	494	536	644	830
ENSMUSG00000004044.9	34114	35173	33425	29242	48289	48749	47359	63483
ENSMUSG00000004054.9	6624	6743	6675	5660	4967	5396	5672	7202
ENSMUSG00000004056.15	1556	1673	1539	1373	1114	1478	1756	1812
ENSMUSG00000004069.17	1170	1126	1143	1054	962	1088	1218	1403
ENSMUSG00000004070.15	488	461	537	428	758	663	982	1240
ENSMUSG00000004071.13	1637	1723	1485	1347	1291	1399	1517	1825
ENSMUSG00000004085.14	3233	3935	3605	2734	4602	4363	5481	5682
ENSMUSG00000004096.9	829	967	905	723	1204	1043	1264	1454
ENSMUSG00000004098.7	219	205	223	209	813	634	1100	1184
ENSMUSG00000004099.16	3327	3174	3097	2284	4487	7262	6134	6731
ENSMUSG00000004100.12	582	515	437	425	348	520	587	521
ENSMUSG00000004105.8	457	533	421	409	289	317	356	428
ENSMUSG00000004110.17	48	89	101	40	30	59	55	96
ENSMUSG00000004113.18	1	3	9	12	5	1	9	18
ENSMUSG00000004127.12	119	140	135	117	177	265	274	306
ENSMUSG00000004151.17	154	192	208	152	84	107	115	155
ENSMUSG00000004187.11	222	264	252	185	39	76	58	78
ENSMUSG00000004207.14	18752	17525	18485	14963	16477	17308	19541	22934
ENSMUSG00000004221.16	1007	1201	1206	904	943	964	1126	1352
ENSMUSG00000004231.15	0	0	0	0	0	0	1	0
ENSMUSG00000004233.14	244	306	362	274	198	271	231	301
ENSMUSG00000004263.15	82	74	63	48	60	72	56	93
ENSMUSG00000004264.17	1002	1117	982	923	1376	1433	1704	2030
ENSMUSG00000004266.15	64	90	66	57	141	79	150	106
ENSMUSG00000004267.16	41	30	33	61	21	37	49	63
ENSMUSG00000004268.11	905	876	833	868	800	922	1017	1308
ENSMUSG00000004270.13	1654	1317	1577	1326	1226	1326	1607	1875
ENSMUSG00000004285.12	662	745	627	631	765	848	950	1099
ENSMUSG00000004296.14	0	2	2	3	0	14	10	2
ENSMUSG00000004317.14	377	402	392	304	1556	1329	2095	1929
ENSMUSG00000004319.15	2211	2454	2537	2001	1997	2163	2386	2983
ENSMUSG00000004328.15	57	48	59	78	40	46	14	106
ENSMUSG00000004341.8	0	0	0	0	0	0	0	0
ENSMUSG00000004344.12	0	0	0	0	0	0	0	0
ENSMUSG00000004347.17	83	143	152	100	68	40	72	54
ENSMUSG00000004356.8	1521	1493	1570	1246	1320	2300	2242	2001
ENSMUSG00000004359.16	5	3	9	0	17	8	25	9
ENSMUSG00000004360.9	17	19	45	32	5	7	6	5
ENSMUSG00000004364.14	3553	3887	3990	3049	3801	3876	4380	5105
ENSMUSG00000004366.4	0	0	0	0	0	0	0	0
ENSMUSG00000004371.15	5	3	4	3	16	8	4	16
ENSMUSG00000004383.18	1100	1276	1263	939	1143	1143	1411	1657
ENSMUSG00000004393.10	810	805	775	709	750	959	1130	1195
ENSMUSG00000004394.12	2030	1889	1956	1654	1627	1684	1868	2228
ENSMUSG00000004415.15	3	1	5	6	0	9	4	0
ENSMUSG00000004446.12	168	184	174	141	303	457	406	448
ENSMUSG00000004451.14	2785	2841	2537	2069	3648	3971	4665	5046
ENSMUSG00000004455.16	2004	2073	2058	1831	3045	3186	4010	4621
ENSMUSG00000004460.17	1365	1426	1390	1378	1817	2416	2711	2796
ENSMUSG00000004462.7	330	376	347	301	287	275	338	425
ENSMUSG00000004473.10	36	43	37	20	27	49	53	61
ENSMUSG00000004500.9	526	535	468	307	333	439	473	673
ENSMUSG00000004508.6	2180	2333	2433	1815	4011	3694	4366	5132
ENSMUSG00000004530.12	4333	4928	4544	3841	6916	6969	7944	10259
ENSMUSG00000004535.12	7484	9283	9267	7309	9223	9416	10562	11761
ENSMUSG00000004540.7	62	49	48	35	12	25	38	21
ENSMUSG00000004542.15	6	5	2	0	2	0	7	2
ENSMUSG00000004552.16	3	0	1	8	10	5	12	5
ENSMUSG00000004558.15	256	335	251	273	231	140	166	299
ENSMUSG00000004561.14	292	271	276	277	224	188	237	328
ENSMUSG00000004562.16	1857	2004	1953	1521	2838	1804	2812	3503
ENSMUSG00000004565.15	2410	2313	2409	1965	2067	2002	2505	2993
ENSMUSG00000004567.16	1411	1249	1427	1104	1227	1133	1359	1782
ENSMUSG00000004568.13	2221	2267	2204	1754	1218	1350	1507	1691
ENSMUSG00000004591.16	4031	4511	4575	3783	3808	4443	4657	5619
ENSMUSG00000004609.11	55	23	90	27	165	121	156	79
ENSMUSG00000004610.4	44	22	28	26	53	63	52	72
ENSMUSG00000004612.9	0	2	8	0	3	9	18	3
ENSMUSG00000004626.14	288	382	350	335	370	382	529	556
ENSMUSG00000004630.18	8	7	1	3	0	8	2	2
ENSMUSG00000004631.15	1659	1793	1780	1552	1593	1797	1838	2309
ENSMUSG00000004633.17	245	281	276	167	378	513	418	589
ENSMUSG00000004637.15	309	313	266	232	279	338	333	447
ENSMUSG00000004642.13	612	518	491	508	734	1192	1078	1338
ENSMUSG00000004651.6	1	0	1	0	0	5	0	0
ENSMUSG00000004654.6	3	6	7	4	0	0	2	26
ENSMUSG00000004655.5	75202	70999	73081	62697	33011	42761	46225	49571
ENSMUSG00000004661.15	744	845	874	634	639	798	808	868
ENSMUSG00000004665.10	2863	3432	2735	2462	2783	2839	3500	3787
ENSMUSG00000004667.18	587	701	536	501	421	520	560	639
ENSMUSG00000004668.14	1	3	7	1	10	4	7	5
ENSMUSG00000004677.17	3120	3543	3601	2728	4475	4256	5393	6174
ENSMUSG00000004698.11	661	629	646	534	711	830	853	916
ENSMUSG00000004707.14	5	6	24	1	12	21	23	5
ENSMUSG00000004709.14	10	5	30	2	11	31	52	11
ENSMUSG00000004730.15	90	38	102	61	259	258	359	164
ENSMUSG00000004748.5	41	29	39	38	35	26	38	34
ENSMUSG00000004768.14	781	720	683	606	545	628	605	699
ENSMUSG00000004771.12	3686	3781	4013	3261	2651	3190	3464	4228
ENSMUSG00000004788.11	598	552	613	506	1450	1128	1581	1869
ENSMUSG00000004789.10	2499	2731	2663	2156	3947	3914	4568	5478
ENSMUSG00000004791.7	199	130	144	63	1026	562	1354	901
ENSMUSG00000004798.14	2363	2444	2787	2111	3144	2663	3388	4249
ENSMUSG00000004814.10	5	1	2	0	3	4	3	1
ENSMUSG00000004815.12	669	761	671	521	534	562	667	808
ENSMUSG00000004821.1	0	0	0	0	0	0	0	0
ENSMUSG00000004837.2	3652	3744	3559	2953	4110	4923	4495	7004
ENSMUSG00000004842.18	2	5	7	0	0	0	2	3
ENSMUSG00000004843.7	1186	1389	1254	1010	1044	1195	1335	1595
ENSMUSG00000004846.10	2359	2348	2439	1915	3217	3759	4500	4807
ENSMUSG00000004849.14	636	606	516	530	1758	1741	2003	2312
ENSMUSG00000004864.13	24	28	27	14	40	51	49	65
ENSMUSG00000004865.16	2108	2252	2220	1810	2678	3019	3351	4047
ENSMUSG00000004872.15	0	0	0	0	7	0	3	0
ENSMUSG00000004880.11	3582	3724	3574	3218	3362	4380	4186	5773
ENSMUSG00000004885.5	8	14	14	5	17	10	16	4
ENSMUSG00000004891.16	16286	19226	15570	14184	42644	38537	45091	49378
ENSMUSG00000004892.13	136	215	148	108	158	152	322	294
ENSMUSG00000004894.10	0	8	0	3	15	0	8	5
ENSMUSG00000004895.9	1281	1108	1172	929	1135	1227	1431	1715
ENSMUSG00000004896.16	572	650	632	470	452	399	502	654
ENSMUSG00000004897.16	2170	2116	2191	1818	3400	4331	4057	5005
ENSMUSG00000004902.7	87	116	76	74	46	70	82	116
ENSMUSG00000004929.12	595	537	513	511	820	956	997	1234
ENSMUSG00000004931.11	684	629	637	517	730	757	938	997
ENSMUSG00000004933.17	51	38	72	71	56	76	88	71
ENSMUSG00000004934.14	859	917	888	645	740	839	938	1226
ENSMUSG00000004936.8	1241	1415	1297	1134	1467	1567	1925	2169
ENSMUSG00000004937.6	2061	2067	1861	1677	1966	2092	2095	2746
ENSMUSG00000004939.7	10	20	17	3	8	1	20	34
ENSMUSG00000004945.15	385	471	434	373	588	495	637	838
ENSMUSG00000004947.15	662	645	574	521	494	562	613	802
ENSMUSG00000004948.12	0	2	0	0	0	2	5	2
ENSMUSG00000004951.10	9588	11635	9084	6031	16453	7903	13372	17968
ENSMUSG00000004952.13	957	933	1157	817	294	357	292	266
ENSMUSG00000004961.7	27	29	28	24	21	24	23	25
ENSMUSG00000004980.16	7598	8890	9808	7749	10599	12650	14354	17412
ENSMUSG00000004988.9	77	60	103	85	92	103	182	159
ENSMUSG00000004994.12	246	298	238	169	280	230	247	342
ENSMUSG00000004996.9	285	283	289	197	143	168	175	231
ENSMUSG00000005034.15	4521	5146	5057	3738	6932	4305	5321	7199
ENSMUSG00000005043.13	1062	1064	1003	788	396	519	490	558
ENSMUSG00000005045.16	11	19	10	27	18	33	19	22
ENSMUSG00000005054.7	189	175	175	164	358	348	390	400
ENSMUSG00000005057.13	114	94	100	57	104	173	245	270
ENSMUSG00000005069.12	773	842	882	895	864	897	1078	1408
ENSMUSG00000005078.16	459	473	477	465	758	451	644	786
ENSMUSG00000005087.17	2388	2401	2307	1725	3279	3137	4194	3913
ENSMUSG00000005089.15	19	42	26	35	11	12	13	8
ENSMUSG00000005102.13	875	801	912	620	1328	1315	1821	1890
ENSMUSG00000005103.12	7854	8237	7330	6066	11307	10404	12763	14273
ENSMUSG00000005107.13	573	549	480	456	474	442	464	655
ENSMUSG00000005124.10	35	49	77	27	398	127	325	259
ENSMUSG00000005125.13	1474	1548	1684	1452	8298	4983	7773	7013
ENSMUSG00000005131.4	18	44	19	32	12	32	31	33
ENSMUSG00000005142.10	2286	2246	2327	2018	2803	1749	2570	2755
ENSMUSG00000005148.8	233	290	362	295	124	254	180	219
ENSMUSG00000005150.16	232	252	253	247	344	258	304	439
ENSMUSG00000005161.15	1565	1457	1589	1318	3283	2654	3637	4550
ENSMUSG00000005198.15	8228	7772	8288	7572	8249	8970	9554	11100
ENSMUSG00000005202.2	0	0	0	0	0	0	3	0
ENSMUSG00000005204.12	1548	1720	1701	1419	1703	1840	1997	2378
ENSMUSG00000005220.10	19	11	31	18	16	21	32	77
ENSMUSG00000005225.15	1341	1570	1796	1415	1966	1951	1931	2252
ENSMUSG00000005232.11	0	0	0	0	0	0	1	3
ENSMUSG00000005233.16	123	136	182	124	290	596	645	758
ENSMUSG00000005237.14	533	689	725	573	254	264	223	307
ENSMUSG00000005251.15	154	170	177	220	101	102	83	127
ENSMUSG00000005262.13	1242	1337	1345	1160	1347	1645	1711	2097
ENSMUSG00000005267.13	523	626	660	441	652	759	809	928
ENSMUSG00000005268.20	11	16	18	18	3	10	0	8
ENSMUSG00000005299.6	1509	1538	1402	1331	1561	1613	1927	2166
ENSMUSG00000005312.15	3517	3521	3535	2979	3375	4003	4056	4772
ENSMUSG00000005320.9	86	136	79	98	48	36	43	72
ENSMUSG00000005338.13	60	29	53	43	8	90	76	73
ENSMUSG00000005339.10	5	7	2	0	15	0	24	6
ENSMUSG00000005354.16	1077	1137	1015	823	897	1121	1330	1348
ENSMUSG00000005355.9	0	0	0	0	0	0	0	0
ENSMUSG00000005357.9	5	0	0	0	0	0	3	2
ENSMUSG00000005360.14	164	188	185	171	69	95	88	89
ENSMUSG00000005362.14	1018	1050	1108	853	919	884	962	1147
ENSMUSG00000005364.11	2	4	3	7	4	3	0	1
ENSMUSG00000005370.4	701	750	829	733	927	1238	1342	1406
ENSMUSG00000005371.15	4525	4623	4849	3657	3663	4225	4588	5194
ENSMUSG00000005373.13	11	16	6	11	0	5	8	18
